"Location","Sample","Abeta1-42","P-tau181P","tau","Total Events","Notes"
"7 (G1)","St6","1489.07777777778","49.21875","102.244444444444","306",""
"8 (H1)","St7","228.155555555556","14.6396396396396","16.68","333",""
"9 (A2)","Background","12.7555555555556","10.0733333333333","3.43119266055046","385",""
"10 (B2)","St1","20184.880733945","10578.7669902913","21060.8111111111","332",""
"11 (C2)","St2","14264.7444444444","5709.17857142857","13616.2777777778","324",""
"12 (D2)","St3","9342.73786407767","1830.67826086957","5565","340",""
"13 (E2)","St4","5226.8","580.337931034483","1689.17777777778","388",""
"14 (F2)","St5","2557.81651376147","173.962686567164","457.277777777778","367",""
"15 (G2)","St6","1466.34444444444","51.1944444444444","104.161904761905","333",""
"16 (H2)","St7","217.033333333333","15.4255319148936","19.1404958677686","388",""
"17 (A3)","ConA","4041.81111111111","192.409722222222","1045.86274509804","372",""
"18 (B3)","ConB","1845.1","934.487394957983","4137.68085106383","335",""
"19 (C3)","3507","14934.8777777778","1245.61206896552","549.954128440367","349",""
"20 (D3)","3512","1717.62222222222","339.388349514563","490.592233009709","326",""
"21 (E3)","3509","3703.51086956522","4260.2380952381","11154.9","340",""
"22 (F3)","A-1","4149.07438016529","196.830769230769","357.777777777778","377",""
"23 (G3)","A-2","3897.8640776699","229.857142857143","433.488888888889","367",""
"24 (H3)","QC-L-1","4090.56701030928","113.703448275862","373.766666666667","368",""
"25 (A4)","ConA","4117.8152173913","208.226804123711","960.2","309",""
"26 (B4)","ConB","1856.13333333333","773.381679389313","3408.19417475728","358",""
"27 (C4)","3507","13389.0444444444","943.187919463087","535.956989247312","368",""
"28 (D4)","3512","1749.11111111111","290.020202020202","463.455555555556","309",""
"29 (E4)","3509","3455","3901.37593984962","10411.8095238095","362",""
"30 (F4)","A-1","3739.85294117647","175.308823529412","361.822222222222","362",""
"31 (G4)","A-2","3879.49038461538","172.874015748031","393.566666666667","355",""
"32 (H4)","QC-L-1","4048.86725663717","112.726495726496","432.322222222222","354",""
"33 (A5)","QC-L-2","3931.72631578947","96.3069306930693","397.533333333333","316",""
"34 (B5)","45-1","1495.84905660377","321.078125","2526.43333333333","358",""
"35 (C5)","45-2","1663.26666666667","314.049180327869","2798.55555555556","343",""
"36 (D5)","48-1","4243.95555555556","157.944881889764","2058.89344262295","373",""
"37 (E5)","48-2","4054.57608695652","172.827586206897","1957.94444444444","330",""
"38 (F5)","52-1","4191.67777777778","58.0671641791045","234.088888888889","348",""
"39 (G5)","52-2","3790.26666666667","63.1703703703704","240.674796747967","384",""
"40 (H5)","background","10.9222222222222","9.38582677165354","3.52380952380952","356",""
"41 (A6)","QC-L-2","3994.52083333333","120.58","370.777777777778","316",""
"42 (B6)","45-1","1617.44329896907","315.883928571429","2786.6","331",""
"43 (C6)","45-2","1618.35555555556","334.815789473684","2780.54444444444","368",""
"44 (D6)","48-1","4136.76","159.295238095238","1994.93333333333","325",""
"45 (E6)","48-2","4142.65555555556","162.028301886792","1808.91869918699","351",""
"46 (F6)","52-1","4125.30927835052","62.1376146788991","240.411111111111","326",""
"47 (G6)","52-2","3798.64444444444","55.0357142857143","236.62962962963","344",""
"48 (H6)","background","11.71","9.74782608695652","3.33333333333333","337",""

"DataType:","Trimmed %CV"
"Location","Sample","Abeta1-42","P-tau181P","tau","Total Events","Notes"
"1 (A1)","Background","44.0855006371282","29.8585985548478","77.3212498296334","365",""
"2 (B1)","St1","13.6056637315215","18.1916776659161","12.8786925024328","322",""
"3 (C1)","St2","17.5114249035889","22.1745433569567","18.8123814359259","344",""
"4 (D1)","St3","16.5091773434326","32.8789340358399","26.5507855454842","333",""
"5 (E1)","St4","18.3801842132147","40.2708324824439","44.961792317014","316",""
"6 (F1)","St5","25.2806121567898","38.5936010644472","37.2829433971182","364",""
"7 (G1)","St6","22.0801683929884","27.0927678843287","30.464424853414","306",""
"8 (H1)","St7","26.5543963439735","28.3709551529082","43.0289972633903","333",""
"9 (A2)","Background","35.8262358620043","28.8015529092871","68.3918547095362","385",""
"10 (B2)","St1","17.4643866129085","19.8570789786612","12.237952513788","332",""
"11 (C2)","St2","15.9767453996176","20.3799414478653","19.2275512182532","324",""
"12 (D2)","St3","16.4925881458591","26.7287266468733","30.0409572594823","340",""
"13 (E2)","St4","19.7957118119042","28.6827714365088","40.1947419871709","388",""
"14 (F2)","St5","19.9735627160531","34.7149200084211","33.7407808778539","367",""
"15 (G2)","St6","21.0761481484972","37.4633702803912","36.510837278633","333",""
"16 (H2)","St7","24.2768799196709","29.7403930728177","40.035601568158","388",""
"17 (A3)","ConA","19.8323391720441","28.5026380846736","36.2032694228592","372",""
"18 (B3)","ConB","22.2573239594066","25.737833702723","30.898495710774","335",""
"19 (C3)","3507","20.1341073756778","33.4900380669752","43.1863974289566","349",""
"20 (D3)","3512","25.304377272689","46.7444987754005","36.7219253464369","326",""
"21 (E3)","3509","24.1434159943267","22.7574708503291","21.6751517874112","340",""
"22 (F3)","A-1","21.419167343572","36.5222840393303","34.5293540937725","377",""
"23 (G3)","A-2","18.7119134877583","58.3085128700997","31.1459640312163","367",""
"24 (H3)","QC-L-1","20.7693237947486","58.3737899095503","26.4928682452703","368",""
"25 (A4)","ConA","19.7311286743991","37.4444327445684","35.6011018071102","309",""
"26 (B4)","ConB","18.356182171852","29.6453932999894","37.8072305197446","358",""
"27 (C4)","3507","19.4938725834625","27.8643730328233","35.6553819784852","368",""
"28 (D4)","3512","24.9892220821115","26.4555775130078","38.116362963015","309",""
"29 (E4)","3509","23.0378534246245","27.7012145199446","25.9605725258025","362",""
"30 (F4)","A-1","21.4234472216862","40.8071845188555","25.9780757367529","362",""
"31 (G4)","A-2","24.8911240259413","51.777152810998","33.1167463375805","355",""
"32 (H4)","QC-L-1","20.2494411450055","55.1028609339757","33.3615782622428","354",""
"33 (A5)","QC-L-2","25.1739687957395","48.419873109588","27.6757791894364","316",""
"34 (B5)","45-1","27.7210902272926","62.4766608109202","29.4284998683358","358",""
"35 (C5)","45-2","21.5665192972736","55.4077675495977","21.3887561198975","343",""
"36 (D5)","48-1","19.9143678789141","54.5503800735783","40.4318949677115","373",""
"37 (E5)","48-2","21.2236389798482","63.5306984099843","47.7030852818559","330",""
"38 (F5)","52-1","18.4479051479378","57.0878332838753","28.157205053004","348",""
"39 (G5)","52-2","21.1832199727169","56.8522443824004","32.8404735349968","384",""
"40 (H5)","background","45.1719543188983","30.0466826258256","71.4999162072476","356",""
"41 (A6)","QC-L-2","22.7035046211346","51.9614274298347","31.2248613810632","316",""
"42 (B6)","45-1","23.0340529257427","52.803324040782","24.1633854576768","331",""
"43 (C6)","45-2","26.4851492340249","67.0794072071249","25.3760059827956","368",""
"44 (D6)","48-1","19.4953517204526","48.1571926267209","39.4696336940099","325",""
"45 (E6)","48-2","20.259930779295","42.1025592365743","41.8056731851887","351",""
"46 (F6)","52-1","23.4983883799059","55.492100983344","34.504728495535","326",""
"47 (G6)","52-2","19.3895122453388","44.5873498387131","33.162743342649","344",""
"48 (H6)","background","43.2606260216343","29.1696704648699","72.0954423593389","337",""

"DataType:","Trimmed Peak"
"Location","Sample","Abeta1-42","P-tau181P","tau","Total Events","Notes"
"1 (A1)","Background","9","9","4","365",""
"2 (B1)","St1","14535","8016","15911","322",""
"3 (C1)","St2","10882","5650","9058","344",""
"4 (D1)","St3","6514","1886","2656","333",""
"5 (E1)","St4","5786","401","1775","316",""
"6 (F1)","St5","1547","121","235","364",""
"7 (G1)","St6","1440","44","98","306",""
"8 (H1)","St7","171","14","14","333",""
"9 (A2)","Background","12","9","2","385",""
"10 (B2)","St1","19465","9587","15904","332",""
"11 (C2)","St2","9306","3839","9371","324",""
"12 (D2)","St3","5748","1456","2704","340",""
"13 (E2)","St4","3991","431","1219","388",""
"14 (F2)","St5","2021","131","323","367",""
"15 (G2)","St6","1220","36","55","333",""
"16 (H2)","St7","184","15","10","388",""
"17 (A3)","ConA","3361","181","749","372",""
"18 (B3)","ConB","1358","676","2540","335",""
"19 (C3)","3507","9389","1033","275","349",""
"20 (D3)","3512","1266","194","254","326",""
"21 (E3)","3509","3932","3585","4728","340",""
"22 (F3)","A-1","4158","152","160","377",""
"23 (G3)","A-2","3511","153","416","367",""
"24 (H3)","QC-L-1","3692","89","310","368",""
"25 (A4)","ConA","4107","170","720","309",""
"26 (B4)","ConB","1874","548","3541","358",""
"27 (C4)","3507","6933","521","511","368",""
"28 (D4)","3512","1359","275","217","309",""
"29 (E4)","3509","2092","2810","9355","362",""
"30 (F4)","A-1","3537","105","382","362",""
"31 (G4)","A-2","4009","120","336","355",""
"32 (H4)","QC-L-1","3211","67","347","354",""
"33 (A5)","QC-L-2","2098","55","486","316",""
"34 (B5)","45-1","707","153","1908","358",""
"35 (C5)","45-2","1143","214","2403","343",""
"36 (D5)","48-1","4221","110","1385","373",""
"37 (E5)","48-2","2997","100","1415","330",""
"38 (F5)","52-1","4068","40","188","348",""
"39 (G5)","52-2","4292","39","146","384",""
"40 (H5)","background","8","9","3","356",""
"41 (A6)","QC-L-2","3316","69","259","316",""
"42 (B6)","45-1","1576","206","3078","331",""
"43 (C6)","45-2","898","131","3149","368",""
"44 (D6)","48-1","3930","94","1550","325",""
"45 (E6)","48-2","2705","106","1611","351",""
"46 (F6)","52-1","2246","45","164","326",""
"47 (G6)","52-2","3151","36","205","344",""
"48 (H6)","background","13","12","2","337",""

"DataType:","Trimmed StdDev"
"Location","Sample","Abeta1-42","P-tau181P","tau","Total Events","Notes"
"1 (A1)","Background","5.3637359108506","2.97590698929983","2.59441549015133","365",""
"2 (B1)","St1","2774.19937007848","2096.30182434233","2661.94846809785","322",""
"3 (C1)","St2","2601.88069171716","1353.87110972658","2598.89914140411","344",""
"4 (D1)","St3","1542.41758648918","743.329799720012","1555.42522275247","333",""
"5 (E1)","St4","1051.89181579421","252.980609827684","734.875516648084","316",""
"6 (F1)","St5","720.345762795568","66.4198650837199","177.77688653517","364",""
"7 (G1)","St6","328.790880835903","13.334721693068","31.1481819445684","306",""
"8 (H1)","St7","60.585330503017","4.15340559670953","7.17723674353349","333",""
"9 (A2)","Background","4.56983541884233","2.90127642972886","2.34665629920794","385",""
"10 (B2)","St1","3525.16560873064","2100.63411623067","2577.41206279636","332",""
"11 (C2)","St2","2279.04190179499","1163.52725001122","2618.07678374184","324",""
"12 (D2)","St3","1540.85927746956","489.316988131561","1671.77927149019","340",""
"13 (E2)","St4","1034.68226498461","166.457002317985","678.960649482404","388",""
"14 (F2)","St5","510.88708553771","60.3910074862913","154.28909300312","367",""
"15 (G2)","St6","309.04892747837","19.1791642852114","38.0303835539437","333",""
"16 (H2)","St7","52.6889217189924","4.5876138250623","7.66301266378958","388",""
"17 (A3)","ConA","801.585688248919","54.8418467647257","378.636507401154","372",""
"18 (B3)","ConB","410.66988437501","240.516811687194","1278.48114029147","335",""
"19 (C3)","3507","3007.00432820402","417.155956063389","237.505375585211","349",""
"20 (D3)","3512","434.633607230656","158.645382882687","180.154913561243","326",""
"21 (E3)","3509","894.154035634238","969.522442678427","2417.84150673393","340",""
"22 (F3)","A-1","888.697184696877","71.8870926152603","123.538355757719","377",""
"23 (G3)","A-2","729.364954083999","134.026281725701","135.014293412653","367",""
"24 (H3)","QC-L-1","849.583107412302","66.3730120164659","99.0215105447387","368",""
"25 (A4)","ConA","812.491419117465","77.9693456262672","341.841779551872","309",""
"26 (B4)","ConB","340.715216019136","229.272040565025","1288.54382821099","358",""
"27 (C4)","3507","2610.04326414317","262.813400279719","191.097511756518","368",""
"28 (D4)","3512","437.089260018444","76.7265193488362","176.652401727813","309",""
"29 (E4)","3509","795.957835820777","1080.72851832725","2702.96536267698","362",""
"30 (F4)","A-1","801.205421021621","71.5385950954818","93.9944509212911","362",""
"31 (G4)","A-2","965.648763209082","89.5092433043671","130.336474669271","355",""
"32 (H4)","QC-L-1","819.872992172141","62.1155241759151","144.229516511734","354",""
"33 (A5)","QC-L-2","989.771555870722","46.631693637323","110.02044753774","316",""
"34 (B5)","45-1","414.665666645238","200.598891094312","743.491430173592","358",""
"35 (C5)","45-2","358.708726631787","174.007639827482","598.576222657621","343",""
"36 (D5)","48-1","845.156921950946","86.1595333776305","832.44963421841","373",""
"37 (E5)","48-2","860.528590858909","109.798572562359","933.999908104693","330",""
"38 (F5)","52-1","773.27674055163","33.1492858792413","65.9128884507431","348",""
"39 (G5)","52-2","802.900525552565","35.9137733402304","79.0387429314236","384",""
"40 (H5)","background","4.93378123283078","2.82012958188851","2.51952085682682","356",""
"41 (A6)","QC-L-2","906.896221988018","62.6550891948946","115.774847142898","316",""
"42 (B6)","45-1","372.562745528414","166.797214396324","673.336899163621","331",""
"43 (C6)","45-2","428.623884026022","224.592446814803","705.591124576513","368",""
"44 (D6)","48-1","806.475911830996","76.7121146547176","787.392879106368","325",""
"45 (E6)","48-2","839.299147980176","68.2180617819022","756.23063956788","351",""
"46 (F6)","52-1","969.381196099097","34.4814678862558","82.9532011619878","326",""
"47 (G6)","52-2","736.538629712438","24.538966464806","78.4728767467351","344",""
"48 (H6)","background","5.06581930713337","2.84340874705384","2.40318141197796","337",""

"DataType:","Avg Result"
"Location","Sample","Abeta1-42","P-tau181P","tau","Total Events","Notes"
"1 (A1)","Background","N/A","N/A","N/A","365",""
"2 (B1)","St1","1793.82 pg/mL","205.79 pg/mL","1412.40 pg/mL","322",""
"3 (C1)","St2","885.45 pg/mL","135.81 pg/mL","619.06 pg/mL","344",""
"4 (D1)","St3","420.63 pg/mL","76.60 pg/mL","277.37 pg/mL","333",""
"5 (E1)","St4","205.71 pg/mL","42.85 pg/mL","122.54 pg/mL","316",""
"6 (F1)","St5","97.95 pg/mL","23.61 pg/mL","58.46 pg/mL","364",""
"7 (G1)","St6","60.17 pg/mL","12.88 pg/mL","26.12 pg/mL","306",""
"8 (H1)","St7","20.33 pg/mL","4.32 pg/mL","8.65 pg/mL","333",""
"9 (A2)","Background","N/A","N/A","N/A","385",""
"10 (B2)","St1","1793.82 pg/mL","205.79 pg/mL","1412.40 pg/mL","332",""
"11 (C2)","St2","885.45 pg/mL","135.81 pg/mL","619.06 pg/mL","324",""
"12 (D2)","St3","420.63 pg/mL","76.60 pg/mL","277.37 pg/mL","340",""
"13 (E2)","St4","205.71 pg/mL","42.85 pg/mL","122.54 pg/mL","388",""
"14 (F2)","St5","97.95 pg/mL","23.61 pg/mL","58.46 pg/mL","367",""
"15 (G2)","St6","60.17 pg/mL","12.88 pg/mL","26.12 pg/mL","333",""
"16 (H2)","St7","20.33 pg/mL","4.32 pg/mL","8.65 pg/mL","388",""
"17 (A3)","ConA","147.03 pg/mL","25.99 pg/mL","88.72 pg/mL","372",""
"18 (B3)","ConB","72.88 pg/mL","51.01 pg/mL","203.50 pg/mL","335",""
"19 (C3)","3507","839.53 pg/mL","57.17 pg/mL","63.14 pg/mL","349",""
"20 (D3)","3512","67.52 pg/mL","31.48 pg/mL","58.77 pg/mL","326",""
"21 (E3)","3509","127.76 pg/mL","109.51 pg/mL","485.06 pg/mL","340",""
"22 (F3)","A-1","144.68 pg/mL","24.90 pg/mL","50.18 pg/mL","377",""
"23 (G3)","A-2","139.52 pg/mL","24.33 pg/mL","53.24 pg/mL","367",""
"24 (H3)","QC-L-1","148.83 pg/mL","18.27 pg/mL","52.63 pg/mL","368",""
"25 (A4)","ConA","147.03 pg/mL","25.99 pg/mL","88.72 pg/mL","309",""
"26 (B4)","ConB","72.88 pg/mL","51.01 pg/mL","203.50 pg/mL","358",""
"27 (C4)","3507","839.53 pg/mL","57.17 pg/mL","63.14 pg/mL","368",""
"28 (D4)","3512","67.52 pg/mL","31.48 pg/mL","58.77 pg/mL","309",""
"29 (E4)","3509","127.76 pg/mL","109.51 pg/mL","485.06 pg/mL","362",""
"30 (F4)","A-1","144.68 pg/mL","24.90 pg/mL","50.18 pg/mL","362",""
"31 (G4)","A-2","139.52 pg/mL","24.33 pg/mL","53.24 pg/mL","355",""
"32 (H4)","QC-L-1","148.83 pg/mL","18.27 pg/mL","52.63 pg/mL","354",""
"33 (A5)","QC-L-2","142.18 pg/mL","18.25 pg/mL","52.49 pg/mL","316",""
"34 (B5)","45-1","63.24 pg/mL","30.06 pg/mL","156.15 pg/mL","358",""
"35 (C5)","45-2","64.77 pg/mL","30.19 pg/mL","162.35 pg/mL","343",""
"36 (D5)","48-1","155.46 pg/mL","22.20 pg/mL","131.21 pg/mL","373",""
"37 (E5)","48-2","151.37 pg/mL","22.21 pg/mL","121.19 pg/mL","330",""
"38 (F5)","52-1","149.90 pg/mL","13.22 pg/mL","39.96 pg/mL","348",""
"39 (G5)","52-2","139.22 pg/mL","13.46 pg/mL","39.85 pg/mL","384",""
"40 (H5)","background","<15.67 pg/mL","<4 pg/mL","<7.33 pg/mL","356",""
"41 (A6)","QC-L-2","142.18 pg/mL","18.25 pg/mL","52.49 pg/mL","316",""
"42 (B6)","45-1","63.24 pg/mL","30.06 pg/mL","156.15 pg/mL","331",""
"43 (C6)","45-2","64.77 pg/mL","30.19 pg/mL","162.35 pg/mL","368",""
"44 (D6)","48-1","155.46 pg/mL","22.20 pg/mL","131.21 pg/mL","325",""
"45 (E6)","48-2","151.37 pg/mL","22.21 pg/mL","121.19 pg/mL","351",""
"46 (F6)","52-1","149.90 pg/mL","13.22 pg/mL","39.96 pg/mL","326",""
"47 (G6)","52-2","139.22 pg/mL","13.46 pg/mL","39.85 pg/mL","344",""
"48 (H6)","background","<15.67 pg/mL","<4 pg/mL","<7.33 pg/mL","337",""

